zip,geoid,city,state,res_ratio,bus_ratio,oth_ratio,tot_ratio,year,quarter,crosswalk_type
00501,35620,HOLTSVILLE,NY,0.0,1.0,0.0,1.0,2026,1,zip-cbsa
00601,29720,ADJUNTAS,PR,0.0025484199796126403,0.005063291139240506,0.012048192771084338,0.002947107181634869,2026,1,zip-cbsa
00601,99999,ADJUNTAS,PR,0.9974515800203874,0.9949367088607595,0.9879518072289156,0.9970528928183652,2026,1,zip-cbsa
00602,10380,AGUADA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00603,10380,AGUADILLA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00604,10380,AGUADILLA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00605,10380,AGUADILLA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00606,99999,MARICAO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00610,10380,ANASCO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00611,46580,ANGELES,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00612,11640,ARECIBO,PR,0.997185938090638,1.0,0.9985443959243085,0.9974825071267261,2026,1,zip-cbsa
00612,46580,ARECIBO,PR,0.00021000462010164223,0.0,0.001455604075691412,0.00022213172411239866,2026,1,zip-cbsa
00612,41980,ARECIBO,PR,0.002604057289260364,0.0,0.0,0.002295361149161453,2026,1,zip-cbsa
00613,11640,ARECIBO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00614,11640,ARECIBO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00616,11640,BAJADERO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00617,41980,BARCELONETA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00622,32420,BOQUERON,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00623,32420,CABO ROJO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00624,38660,PENUELAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00627,11640,CAMUY,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00631,29720,CASTANER,PR,0.0,0.0,1.0,1.0,2026,1,zip-cbsa
00637,32420,SABANA GRANDE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00638,41980,CIALES,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00641,46580,UTUADO,PR,0.9960815834421782,1.0,1.0,0.9963811821471653,2026,1,zip-cbsa
00641,38660,UTUADO,PR,0.003918416557821762,0.0,0.0,0.0036188178528347406,2026,1,zip-cbsa
00646,41980,DORADO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00647,32420,ENSENADA,PR,0.004005722460658083,0.0,0.0,0.003878116343490305,2026,1,zip-cbsa
00647,99999,ENSENADA,PR,0.9959942775393419,1.0,1.0,0.9961218836565097,2026,1,zip-cbsa
00650,41980,FLORIDA,PR,0.9989200863930886,1.0,1.0,0.9989556135770234,2026,1,zip-cbsa
00650,11640,FLORIDA,PR,0.0010799136069114472,0.0,0.0,0.0010443864229765013,2026,1,zip-cbsa
00652,11640,GARROCHALES,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00653,99999,GUANICA,PR,0.9966448582452608,1.0,1.0,0.9968389442073653,2026,1,zip-cbsa
00653,38660,GUANICA,PR,0.003355141754739138,0.0,0.0,0.00316105579263474,2026,1,zip-cbsa
00656,38660,GUAYANILLA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00659,11640,HATILLO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00660,32420,HORMIGUEROS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00662,10380,ISABELA,PR,0.999141760904685,1.0,1.0,0.9992072374556986,2026,1,zip-cbsa
00662,11640,ISABELA,PR,0.0008582390953150242,0.0,0.0,0.0007927625443014363,2026,1,zip-cbsa
00664,99999,JAYUYA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00667,32420,LAJAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00669,29720,LARES,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00670,99999,LAS MARIAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00674,41980,MANATI,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00676,10380,MOCA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00677,10380,RINCON,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00678,11640,QUEBRADILLAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00680,10380,MAYAGUEZ,PR,4.7038901171268636e-05,0.0,0.0,3.989945337748873e-05,2026,1,zip-cbsa
00680,32420,MAYAGUEZ,PR,0.9999529610988287,1.0,1.0,0.9999601005466225,2026,1,zip-cbsa
00681,32420,MAYAGUEZ,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00682,32420,MAYAGUEZ,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00683,32420,SAN GERMAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00685,10380,SAN SEBASTIAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00687,41980,MOROVIS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00688,11640,SABANA HOYOS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00690,10380,SAN ANTONIO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00692,41980,VEGA ALTA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00693,41980,VEGA BAJA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00694,41980,VEGA BAJA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00698,38660,YAUCO,PR,0.9998186215235793,0.9971883786316776,1.0,0.9996654212903585,2026,1,zip-cbsa
00698,32420,YAUCO,PR,0.00018137847642079807,0.0028116213683223993,0.0,0.00033457870964144314,2026,1,zip-cbsa
00703,41980,AGUAS BUENAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00704,17640,AGUIRRE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00705,41980,AIBONITO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00707,41980,MAUNABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00714,25020,ARROYO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00715,38660,MERCEDITA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00716,38660,PONCE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00717,38660,PONCE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00718,41980,NAGUABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00719,41980,NARANJITO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00720,41980,OROCOVIS,PR,0.9970496639895099,1.0,1.0,0.9972337482710927,2026,1,zip-cbsa
00720,38660,OROCOVIS,PR,0.0029503360104900836,0.0,0.0,0.0027662517289073307,2026,1,zip-cbsa
00721,41980,PALMER,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00723,25020,PATILLAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00725,41980,CAGUAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00726,41980,CAGUAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00727,41980,CAGUAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00728,38660,PONCE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00729,41980,CANOVANAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00730,38660,PONCE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00731,38660,PONCE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00732,38660,PONCE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00733,38660,PONCE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00735,41980,CEIBA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00736,41980,CAYEY,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00737,41980,CAYEY,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00738,41980,FAJARDO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00739,41980,CIDRA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00740,41980,PUERTO REAL,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00741,41980,PUNTA SANTIAGO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00744,41980,RIO BLANCO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00745,41980,RIO GRANDE,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00751,17640,SALINAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00754,41980,SAN LORENZO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00757,17620,SANTA ISABEL,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00765,99999,VIEQUES,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00766,38660,VILLALBA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00767,41980,YABUCOA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00769,17620,COAMO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00771,41980,LAS PIEDRAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00772,41980,LOIZA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00773,41980,LUQUILLO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00775,99999,CULEBRA,PR,0.0,0.0,1.0,1.0,2026,1,zip-cbsa
00777,41980,JUNCOS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00778,41980,GURABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00780,38660,COTO LAUREL,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00782,41980,COMERIO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00783,41980,COROZAL,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00784,25020,GUAYAMA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00785,25020,GUAYAMA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00786,41980,LA PLATA,PR,0.0,0.0,1.0,1.0,2026,1,zip-cbsa
00791,41980,HUMACAO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00792,41980,HUMACAO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00794,41980,BARRANQUITAS,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00795,38660,JUANA DIAZ,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00801,99999,ST THOMAS,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00802,99999,ST THOMAS,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00803,99999,ST THOMAS,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00804,99999,ST THOMAS,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00820,99999,CHRISTIANSTED,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00830,99999,ST JOHN,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00831,99999,ST JOHN,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00840,99999,FREDERIKSTED,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00850,99999,KINGSHILL,VI,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00901,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00902,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00907,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00908,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00909,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00910,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00911,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00912,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00913,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00914,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00915,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00916,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00917,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00918,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00919,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00920,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00921,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00922,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00923,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00924,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00925,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00926,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00927,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00928,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00929,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00931,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00934,41980,FORT BUCHANAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00935,41980,SAN JUAN,PR,0.0,1.0,0.0,1.0,2026,1,zip-cbsa
00936,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00937,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00940,41980,SAN JUAN,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00949,41980,TOA BAJA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00950,41980,TOA BAJA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00951,41980,TOA BAJA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00952,41980,SABANA SECA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00953,41980,TOA ALTA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00954,41980,TOA ALTA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00956,41980,BAYAMON,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00957,41980,BAYAMON,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00958,41980,BAYAMON,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00959,41980,BAYAMON,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00960,41980,BAYAMON,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00961,41980,BAYAMON,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00962,41980,CATANO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00963,41980,CATANO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00965,41980,GUAYNABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00966,41980,GUAYNABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00968,41980,GUAYNABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00969,41980,GUAYNABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00970,41980,GUAYNABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00971,41980,GUAYNABO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00975,41980,SAN JUAN,PR,0.0,1.0,1.0,1.0,2026,1,zip-cbsa
00976,41980,TRUJILLO ALTO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00977,41980,TRUJILLO ALTO,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00979,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00981,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00982,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00983,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00984,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00985,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00986,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00987,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
00988,41980,CAROLINA,PR,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01001,44140,AGAWAM,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01002,11200,AMHERST,MA,0.9926180257510729,0.9988597491448119,0.9974424552429667,0.9933127958524307,2026,1,zip-cbsa
01002,24640,AMHERST,MA,0.007381974248927039,0.0011402508551881414,0.0025575447570332483,0.006687204147569314,2026,1,zip-cbsa
01003,11200,AMHERST,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01004,11200,AMHERST,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01005,49340,BARRE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01007,11200,BELCHERTOWN,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01008,44140,BLANDFORD,MA,0.8573853989813243,0.9523809523809523,0.9444444444444444,0.8630573248407644,2026,1,zip-cbsa
01008,38340,BLANDFORD,MA,0.14261460101867574,0.047619047619047616,0.05555555555555555,0.13694267515923567,2026,1,zip-cbsa
01009,44140,BONDSVILLE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01010,44140,BRIMFIELD,MA,0.972457627118644,1.0,0.0,0.9731820526044352,2026,1,zip-cbsa
01010,49340,BRIMFIELD,MA,0.02754237288135593,0.0,0.0,0.026817947395564725,2026,1,zip-cbsa
01011,44140,CHESTER,MA,0.8916913946587537,0.9795918367346939,1.0,0.8984910836762688,2026,1,zip-cbsa
01011,11200,CHESTER,MA,0.1083086053412463,0.02040816326530612,0.0,0.10150891632373114,2026,1,zip-cbsa
01012,11200,CHESTERFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01013,44140,CHICOPEE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01014,44140,CHICOPEE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01020,44140,CHICOPEE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01021,44140,CHICOPEE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01022,44140,CHICOPEE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01026,11200,CUMMINGTON,MA,0.9533678756476683,1.0,1.0,0.9568690095846646,2026,1,zip-cbsa
01026,38340,CUMMINGTON,MA,0.046632124352331605,0.0,0.0,0.04313099041533546,2026,1,zip-cbsa
01027,11200,EASTHAMPTON,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01028,44140,EAST LONGMEADOW,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01029,38340,EAST OTIS,MA,1.0,0.0,1.0,1.0,2026,1,zip-cbsa
01030,44140,FEEDING HILLS,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01031,49340,GILBERTVILLE,MA,0.998330550918197,0.9411764705882353,1.0,0.9967897271268058,2026,1,zip-cbsa
01031,11200,GILBERTVILLE,MA,0.001669449081803005,0.058823529411764705,0.0,0.0032102728731942215,2026,1,zip-cbsa
01032,11200,GOSHEN,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01033,11200,GRANBY,MA,0.9977311401020987,1.0,1.0,0.9978791092258749,2026,1,zip-cbsa
01033,44140,GRANBY,MA,0.0022688598979013048,0.0,0.0,0.0021208907741251328,2026,1,zip-cbsa
01034,44140,GRANVILLE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01035,11200,HADLEY,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01036,44140,HAMPDEN,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01037,49340,HARDWICK,MA,1.0,1.0,0.0,1.0,2026,1,zip-cbsa
01038,11200,HATFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01039,11200,HAYDENVILLE,MA,0.8108882521489972,1.0,0.9310344827586207,0.8179347826086957,2026,1,zip-cbsa
01039,24640,HAYDENVILLE,MA,0.18911174785100288,0.0,0.06896551724137931,0.18206521739130435,2026,1,zip-cbsa
01040,44140,HOLYOKE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01041,44140,HOLYOKE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01050,11200,HUNTINGTON,MA,0.8655529037390612,1.0,1.0,0.87,2026,1,zip-cbsa
01050,44140,HUNTINGTON,MA,0.13444709626093873,0.0,0.0,0.13,2026,1,zip-cbsa
01053,11200,LEEDS,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01054,24640,LEVERETT,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01056,44140,LUDLOW,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01057,44140,MONSON,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01059,11200,NORTH AMHERST,MA,0.0,1.0,0.0,1.0,2026,1,zip-cbsa
01060,11200,NORTHAMPTON,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01061,11200,NORTHAMPTON,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01062,11200,FLORENCE,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01063,11200,NORTHAMPTON,MA,0.0,1.0,1.0,1.0,2026,1,zip-cbsa
01066,11200,NORTH HATFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01068,49340,OAKHAM,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01069,11200,PALMER,MA,0.0032869785082174463,0.0,0.0,0.0028102031993082577,2026,1,zip-cbsa
01069,44140,PALMER,MA,0.9967130214917825,1.0,1.0,0.9971897968006918,2026,1,zip-cbsa
01070,38340,PLAINFIELD,MA,0.00974025974025974,0.0,0.0,0.009146341463414634,2026,1,zip-cbsa
01070,24640,PLAINFIELD,MA,0.0,0.058823529411764705,0.0,0.003048780487804878,2026,1,zip-cbsa
01070,11200,PLAINFIELD,MA,0.9902597402597403,0.9411764705882353,1.0,0.9878048780487805,2026,1,zip-cbsa
01071,44140,RUSSELL,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01072,24640,SHUTESBURY,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01073,11200,SOUTHAMPTON,MA,0.9967485549132948,1.0,1.0,0.9969366916269571,2026,1,zip-cbsa
01073,44140,SOUTHAMPTON,MA,0.0032514450867052024,0.0,0.0,0.0030633083730428863,2026,1,zip-cbsa
01074,49340,SOUTH BARRE,MA,0.0,1.0,1.0,1.0,2026,1,zip-cbsa
01075,11200,SOUTH HADLEY,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01077,44140,SOUTHWICK,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01079,44140,THORNDIKE,MA,0.0,1.0,1.0,1.0,2026,1,zip-cbsa
01080,44140,THREE RIVERS,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01081,44140,WALES,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01082,11200,WARE,MA,0.9304093567251462,0.9133858267716536,0.9274924471299094,0.9291338582677166,2026,1,zip-cbsa
01082,49340,WARE,MA,0.06666666666666667,0.08661417322834646,0.07250755287009064,0.06829852790140363,2026,1,zip-cbsa
01082,44140,WARE,MA,0.0029239766081871343,0.0,0.0,0.0025676138308798357,2026,1,zip-cbsa
01083,49340,WARREN,MA,1.0,0.0,1.0,1.0,2026,1,zip-cbsa
01084,11200,WEST CHESTERFIELD,MA,1.0,0.0,1.0,1.0,2026,1,zip-cbsa
01085,44140,WESTFIELD,MA,0.9996021144773489,1.0,0.9990942028985508,0.9996040192050686,2026,1,zip-cbsa
01085,11200,WESTFIELD,MA,0.0003978855226510544,0.0,0.0009057971014492754,0.00039598079493144585,2026,1,zip-cbsa
01086,44140,WESTFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01088,11200,WEST HATFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01089,44140,WEST SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01090,44140,WEST SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01092,49340,WEST WARREN,MA,0.0,0.0,1.0,1.0,2026,1,zip-cbsa
01093,24640,WHATELY,MA,0.0,0.0,1.0,1.0,2026,1,zip-cbsa
01094,49340,WHEELWRIGHT,MA,0.0,1.0,1.0,1.0,2026,1,zip-cbsa
01095,44140,WILBRAHAM,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01096,24640,WILLIAMSBURG,MA,0.05644402634054563,0.05555555555555555,0.0,0.05500450856627592,2026,1,zip-cbsa
01096,11200,WILLIAMSBURG,MA,0.9435559736594544,0.9444444444444444,1.0,0.9449954914337241,2026,1,zip-cbsa
01097,44140,WORONOCO,MA,0.0,0.0,1.0,1.0,2026,1,zip-cbsa
01098,11200,WORTHINGTON,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01101,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01103,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01104,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01105,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01106,44140,LONGMEADOW,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01107,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01108,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01109,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01111,44140,SPRINGFIELD,MA,0.0,1.0,1.0,1.0,2026,1,zip-cbsa
01115,44140,SPRINGFIELD,MA,0.0,1.0,1.0,1.0,2026,1,zip-cbsa
01116,44140,LONGMEADOW,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01118,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
01119,44140,SPRINGFIELD,MA,1.0,1.0,1.0,1.0,2026,1,zip-cbsa
